Obs,ItemKey,ItemName,ItemHdr,XpressfeedMnemonic,ItemNameType,ItemType,ItemDesc,ItemLongDesc,DefaultKeyset,DefaultKeysetTag,FileDimKey,FileTag,ItemSeqNum,CalendarType,CalendarFreq,SASDataType,SASFieldSize,SASFormat,ItemHasDataFlg,ItemDensityFlg,ItemActiveFlg
4330,4330,RDIPAQ_DC,RDIPAQ_DC,RDIPAQ_DC,AM,DC,In Process R&D Expense After-tax DC,RDIPAQ_DC: In Process R&D Expense After-tax Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,283,F,QUARTERLY,2,1,$1.,Y,Y,Y
4331,4331,RDIPAQ_FN,RDIPAQ_FN,RDIPAQ_FN,AM,FN,In Process R&D Expense After-tax FN,RDIPAQ_FN: In Process R&D Expense After-tax Footnote (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,284,F,QUARTERLY,2,4,$4.,Y,Y,Y
4332,4332,RDIPASA,RDIPASA,RDIPASA,AM,IT,In Process R&D Expense After-tax,RDIPASA: In Process R&D Expense After-tax (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,208,F,SEMIANN,1,8,14.4,Y,Y,Y
4333,4333,RDIPASA_DC,RDIPASA_DC,RDIPASA_DC,AM,DC,In Process R&D Expense After-tax DC,RDIPASA_DC: In Process R&D Expense After-tax Data Code (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,209,F,SEMIANN,2,1,$1.,Y,Y,N
4334,4334,RDIPAY,RDIPAY,RDIPAY,AM,IT,In Process R&D Expense After-tax,RDIPAY: In Process R&D Expense After-tax (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,255,F,YTD,1,8,14.4,Y,Y,Y
4335,4335,RDIPAY_DC,RDIPAY_DC,RDIPAY_DC,AM,DC,In Process R&D Expense After-tax DC,RDIPAY_DC: In Process R&D Expense After-tax Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,256,F,YTD,2,1,$1.,Y,Y,Y
4336,4336,RDIPAY_FN,RDIPAY_FN,RDIPAY_FN,AM,FN,In Process R&D Expense After-tax FN,RDIPAY_FN: In Process R&D Expense After-tax Footnote (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,257,F,YTD,2,4,$4.,Y,Y,Y
4337,4337,RDIPA_DC,RDIPA_DC,RDIPA_DC,AM,DC,In Process R&D Expense After-tax DC,RDIPA_DC: In Process R&D Expense After-tax Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,292,F,ANNUAL,2,1,$1.,Y,Y,N
4338,4338,RDIPA_FN,RDIPA_FN,RDIPA_FN,AM,FN,In Process R&D Expense After-tax FN,RDIPA_FN: In Process R&D Expense After-tax Footnote (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,293,F,ANNUAL,2,4,$4.,Y,Y,Y
4339,4339,RDIPD,RDIPD,RDIPD,AM,IT,In Process R&D Expense Diluted EPS Effect,RDIPD: In Process R&D Expense Diluted EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,294,F,ANNUAL,1,8,14.4,Y,Y,Y
4340,4340,RDIPDQ,RDIPDQ,RDIPDQ,AM,IT,In Process R&D Expense Diluted EPS Effect,RDIPDQ: In Process R&D Expense Diluted EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,285,F,QUARTERLY,1,8,14.4,Y,Y,Y
4341,4341,RDIPDQ_DC,RDIPDQ_DC,RDIPDQ_DC,AM,DC,In Process R&D Expense Diluted EPS Effect DC,RDIPDQ_DC: In Process R&D Expense Diluted EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,286,F,QUARTERLY,2,1,$1.,Y,Y,Y
4342,4342,RDIPDQ_FN,RDIPDQ_FN,RDIPDQ_FN,AM,FN,In Process R&D Expense Diluted EPS Effect FN,RDIPDQ_FN: In Process R&D Expense Diluted EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,287,F,QUARTERLY,2,4,$4.,Y,Y,Y
4343,4343,RDIPDSA,RDIPDSA,RDIPDSA,AM,IT,In Process R&D Expense Diluted EPS Effect,RDIPDSA: In Process R&D Expense Diluted EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,210,F,SEMIANN,1,8,14.4,Y,Y,Y
4344,4344,RDIPDSA_DC,RDIPDSA_DC,RDIPDSA_DC,AM,DC,In Process R&D Expense Diluted EPS Effect DC,RDIPDSA_DC: In Process R&D Expense Diluted EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,211,F,SEMIANN,2,1,$1.,Y,Y,N
4345,4345,RDIPDY,RDIPDY,RDIPDY,AM,IT,In Process R&D Expense Diluted EPS Effect,RDIPDY: In Process R&D Expense Diluted EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,258,F,YTD,1,8,14.4,Y,Y,Y
4346,4346,RDIPDY_DC,RDIPDY_DC,RDIPDY_DC,AM,DC,In Process R&D Expense Diluted EPS Effect DC,RDIPDY_DC: In Process R&D Expense Diluted EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,259,F,YTD,2,1,$1.,Y,Y,Y
4347,4347,RDIPDY_FN,RDIPDY_FN,RDIPDY_FN,AM,FN,In Process R&D Expense Diluted EPS Effect FN,RDIPDY_FN: In Process R&D Expense Diluted EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,260,F,YTD,2,4,$4.,Y,Y,Y
4348,4348,RDIPD_FN,RDIPD_FN,RDIPD_FN,AM,FN,In Process R&D Expense Diluted EPS Effect FN,RDIPD_FN: In Process R&D Expense Diluted EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,295,F,ANNUAL,2,4,$4.,Y,Y,Y
4349,4349,RDIPEPS,RDIPEPS,RDIPEPS,AM,IT,In Process R&D Expense Basic EPS Effect,RDIPEPS: In Process R&D Expense Basic EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,296,F,ANNUAL,1,8,14.4,Y,Y,Y
4350,4350,RDIPEPSQ,RDIPEPSQ,RDIPEPSQ,AM,IT,In Process R&D Expense Basic EPS Effect,RDIPEPSQ: In Process R&D Expense Basic EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,288,F,QUARTERLY,1,8,14.4,Y,Y,Y
4351,4351,RDIPEPSQ_DC,RDIPEPSQ_DC,RDIPEPSQ_DC,AM,DC,In Process R&D Expense Basic EPS Effect DC,RDIPEPSQ_DC: In Process R&D Expense Basic EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,289,F,QUARTERLY,2,1,$1.,Y,Y,Y
4352,4352,RDIPEPSQ_FN,RDIPEPSQ_FN,RDIPEPSQ_FN,AM,FN,In Process R&D Expense Basic EPS Effect FN,RDIPEPSQ_FN: In Process R&D Expense Basic EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,290,F,QUARTERLY,2,4,$4.,Y,Y,Y
4353,4353,RDIPEPSSA,RDIPEPSSA,RDIPEPSSA,AM,IT,In Process R&D Expense Basic EPS Effect,RDIPEPSSA: In Process R&D Expense Basic EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,212,F,SEMIANN,1,8,14.4,Y,Y,Y
4354,4354,RDIPEPSY,RDIPEPSY,RDIPEPSY,AM,IT,In Process R&D Expense Basic EPS Effect,RDIPEPSY: In Process R&D Expense Basic EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,261,F,YTD,1,8,14.4,Y,Y,Y
4355,4355,RDIPEPSY_DC,RDIPEPSY_DC,RDIPEPSY_DC,AM,DC,In Process R&D Expense Basic EPS Effect DC,RDIPEPSY_DC: In Process R&D Expense Basic EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,262,F,YTD,2,1,$1.,Y,Y,Y
4356,4356,RDIPEPSY_FN,RDIPEPSY_FN,RDIPEPSY_FN,AM,FN,In Process R&D Expense Basic EPS Effect FN,RDIPEPSY_FN: In Process R&D Expense Basic EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,263,F,YTD,2,4,$4.,Y,Y,Y
4357,4357,RDIPEPS_FN,RDIPEPS_FN,RDIPEPS_FN,AM,FN,In Process R&D Expense Basic EPS Effect FN,RDIPEPS_FN: In Process R&D Expense Basic EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,297,F,ANNUAL,2,4,$4.,Y,Y,Y
4358,4358,RDIPQ,RDIPQ,RDIPQ,AM,IT,In Process R&D,RDIPQ: In Process R&D (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,291,F,QUARTERLY,1,8,14.4,Y,Y,Y
4359,4359,RDIPQ_DC,RDIPQ_DC,RDIPQ_DC,AM,DC,In Process R&D DC,RDIPQ_DC: In Process R&D Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,292,F,QUARTERLY,2,1,$1.,Y,Y,Y
4360,4360,RDIPQ_FN,RDIPQ_FN,RDIPQ_FN,AM,FN,In Process R&D FN,RDIPQ_FN: In Process R&D Footnote (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,293,F,QUARTERLY,2,4,$4.,Y,Y,R
4361,4361,RDIPSA,RDIPSA,RDIPSA,AM,IT,In Process R&D,RDIPSA: In Process R&D (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,213,F,SEMIANN,1,8,14.4,Y,Y,Y
4362,4362,RDIPSA_DC,RDIPSA_DC,RDIPSA_DC,AM,DC,In Process R&D DC,RDIPSA_DC: In Process R&D Data Code (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,214,F,SEMIANN,2,1,$1.,Y,Y,Y
4363,4363,RDIPY,RDIPY,RDIPY,AM,IT,In Process R&D,RDIPY: In Process R&D (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,264,F,YTD,1,8,14.4,Y,Y,Y
4364,4364,RDIPY_DC,RDIPY_DC,RDIPY_DC,AM,DC,In Process R&D DC,RDIPY_DC: In Process R&D Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,265,F,YTD,2,1,$1.,Y,Y,Y
4365,4365,RDIPY_FN,RDIPY_FN,RDIPY_FN,AM,FN,In Process R&D FN,RDIPY_FN: In Process R&D Footnote (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,266,F,YTD,2,4,$4.,Y,Y,N
4366,4366,RDIP_DC,RDIP_DC,RDIP_DC,AM,DC,In Process R&D Expense DC,RDIP_DC: In Process R&D Expense Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,289,F,ANNUAL,2,1,$1.,Y,Y,N
4367,4367,RDIP_FN,RDIP_FN,RDIP_FN,AM,FN,In Process R&D Expense FN,RDIP_FN: In Process R&D Expense Footnote (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,290,F,ANNUAL,2,4,$4.,Y,Y,N
4368,4368,RDP,RDP,RDP,AM,IT,Regulatory Deposits,RDP: Regulatory Deposits (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,223,F,ANNUAL,1,8,14.4,Y,Y,Y
4369,4369,RDQ,RDQ,RDQ,AM,IT,Report Date of Qtrly Earnings,RDQ: Report Date of Quarterly Earnings (Refer to your Compustat documentation for item definitions),1,STD,71,DES_QTR,28,F,QUARTERLY,1,8,8.,Y,Y,Y
4370,4370,RE,RE,RE,AM,IT,Retained Earnings,RE: Retained Earnings (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,493,F,ANNUAL,1,8,14.4,Y,Y,Y
4371,4371,REA,REA,REA,AM,IT,Retained Earnings - Restatement,REA: Retained Earnings - Restatement (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,496,F,ANNUAL,1,8,14.4,Y,Y,Y
4372,4372,REAJO,REAJO,REAJO,AM,IT,Retained Earnings - Other Adj,REAJO: Retained Earnings - Other Adjustments (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,498,F,ANNUAL,1,8,14.4,Y,Y,Y
4373,4373,REAJOQ,REAJOQ,REAJOQ,AM,IT,Retained Earnings-Oth Adj,REAJOQ: Retained Earnings - Other Adjustments (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,186,F,QUARTERLY,1,8,14.4,Y,Y,Y
4374,4374,REAJOQ_DC,REAJOQ_DC,REAJOQ_DC,AM,DC,Retained Earnings-Oth Adj DC,REAJOQ_DC: Retained Earnings - Other Adjustments Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,187,F,QUARTERLY,2,1,$1.,Y,Y,N
4375,4375,REAJO_DC,REAJO_DC,REAJO_DC,AM,DC,Retained Earnings - Other Adj DC,REAJO_DC: Retained Earnings - Other Adjustments Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,499,F,ANNUAL,2,1,$1.,Y,Y,N
4376,4376,REA_DC,REA_DC,REA_DC,AM,DC,Retained Earnings - Restatement DC,REA_DC: Retained Earnings - Restatement Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,497,F,ANNUAL,2,1,$1.,Y,Y,N
4377,4377,RECCH,RECCH,RECCH,AM,IT,Accounts Receivable - Decrease (Increase),RECCH: Accounts Receivable - Decrease (Increase) (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,88,F,ANNUAL,1,8,14.4,Y,Y,Y
4378,4378,RECCHY,RECCHY,RECCHY,AM,IT,Accounts Receivable - Decrease (Increase),RECCHY: Accounts Receivable - Decrease (Increase) (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,76,F,YTD,1,8,14.4,Y,Y,Y
4379,4379,RECCHY_DC,RECCHY_DC,RECCHY_DC,AM,DC,Accounts Receivable - Decrease (Increase) DC,RECCHY_DC: Accounts Receivable - Decrease (Increase) Data Code (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,77,F,YTD,2,1,$1.,Y,Y,Y
4380,4380,RECCH_DC,RECCH_DC,RECCH_DC,AM,DC,Accounts Receivable - Decrease (Increase) DC,RECCH_DC: Accounts Receivable - Decrease (Increase) Data Code (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,89,F,ANNUAL,2,1,$1.,Y,Y,Y
4381,4381,RECCO,RECCO,RECCO,AM,IT,Receivables - Current - Other,RECCO: Receivables - Current - Other (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,500,F,ANNUAL,1,8,14.4,Y,Y,Y
4382,4382,RECCOFS,RECCOFS,RECCOFS,AM,IT,Receivables - Other - FS (Memo),RECCOFS: Receivables - Other - FS (Memo) (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,502,F,ANNUAL,1,8,14.4,N,N,N
4383,4383,RECCOFS_DC,RECCOFS_DC,RECCOFS_DC,AM,DC,Receivables - Other - FS (Memo) DC,RECCOFS_DC: Receivables - Other - FS (Memo) Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,503,F,ANNUAL,2,1,$1.,N,N,N
4384,4384,RECCOFS_FN,RECCOFS_FN,RECCOFS_FN,AM,FN,Receivables - Other - FS (Memo) FN,RECCOFS_FN: Receivables - Other - FS (Memo) Footnote (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,504,F,ANNUAL,2,4,$4.,N,N,N
4385,4385,RECCO_DC,RECCO_DC,RECCO_DC,AM,DC,Receivables - Current - Other DC,RECCO_DC: Receivables - Current - Other Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,501,F,ANNUAL,2,1,$1.,Y,Y,R
4386,4386,RECD,RECD,RECD,AM,IT,Receivables - Estimated Doubtful,RECD: Receivables- Estimated Doubtful (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,505,F,ANNUAL,1,8,14.4,Y,Y,Y
4387,4387,RECDQ,RECDQ,RECDQ,AM,IT,Receivables - Estimated Doubtful,RECDQ: Receivables - Estimated Doubtful (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,223,F,QUARTERLY,1,8,14.4,Y,Y,Y
4388,4388,RECDQ_DC,RECDQ_DC,RECDQ_DC,AM,DC,Receivables - Estimated Doubtful DC,RECDQ_DC: Receivables - Estimated Doubtful Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,224,F,QUARTERLY,2,1,$1.,Y,Y,Y
4389,4389,RECD_DC,RECD_DC,RECD_DC,AM,DC,Receivables - Estimated Doubtful DC,RECD_DC: Receivables- Estimated Doubtful Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,506,F,ANNUAL,2,1,$1.,Y,Y,Y
4390,4390,RECINT,RECINT,RECINT,AM,IT,Interest Receivable,RECINT: Receivable - Interest (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,203,F,ANNUAL,1,8,14.4,Y,Y,Y
4391,4391,RECINTQ,RECINTQ,RECINTQ,AM,IT,Interest Receivable,RECINTQ: Receivables - Interest (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,188,F,QUARTERLY,1,8,14.4,Y,Y,Y
4392,4392,RECINTQ_DC,RECINTQ_DC,RECINTQ_DC,AM,DC,Interest Receivable DC,RECINTQ_DC: Receivables - Interest Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,189,F,QUARTERLY,2,1,$1.,Y,Y,Y
4393,4393,RECINT_DC,RECINT_DC,RECINT_DC,AM,DC,Interest Receivable DC,RECINT_DC: Receivable - Interest Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,204,F,ANNUAL,2,1,$1.,Y,Y,N
4394,4394,RECT,RECT,RECT,AM,IT,Receivables Total,RECT: Receivables Total (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,507,F,ANNUAL,1,8,14.4,Y,Y,Y
4395,4395,RECTA,RECTA,RECTA,AM,IT,Retained Earnings - Cumulative Translation Adjustment,RECTA: Retained Earnings - Cumulative Translation Adjustment (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,509,F,ANNUAL,1,8,14.4,Y,Y,Y
4396,4396,RECTAQ,RECTAQ,RECTAQ,AM,IT,Accum Other Comp Inc - Cumulative Translation Adj,RECTAQ: Accum Other Comp Inc - Cumulative Translation Adjustments (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,225,F,QUARTERLY,1,8,14.4,Y,Y,Y
4397,4397,RECTAQ_DC,RECTAQ_DC,RECTAQ_DC,AM,DC,Accum Other Comp Inc - Cumulative Translation Adj DC,RECTAQ_DC: Accum Other Comp Inc - Cumulative Translation Adjustments Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,226,F,QUARTERLY,2,1,$1.,Y,Y,Y
4398,4398,RECTAQ_FN,RECTAQ_FN,RECTAQ_FN,AM,FN,Accum Other Comp Inc - Cumulative Translation Adj FN,RECTAQ_FN: Accum Other Comp Inc - Cumulative Translation Adjustments Footnote (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,227,F,QUARTERLY,2,4,$4.,Y,Y,N
4399,4399,RECTA_DC,RECTA_DC,RECTA_DC,AM,DC,Retained Earning - Cumulative Translation Adjustment DC,RECTA_DC: Retained Earning - Cumulative Translation Adjustment Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,510,F,ANNUAL,2,1,$1.,Y,Y,Y
4400,4400,RECTA_FN,RECTA_FN,RECTA_FN,AM,FN,Retained Earning - Cumulative Translation Adjustment FN,RECTA_FN: Retained Earning - Cumulative Translation Adjustment Footnote (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,511,F,ANNUAL,2,4,$4.,Y,Y,Y
4401,4401,RECTFS,RECTFS,RECTFS,AM,IT,Receivables - Total - FS (Memo),RECTFS: Receivables - Total - FS (Memo) (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,512,F,ANNUAL,1,8,14.4,N,N,N
4402,4402,RECTFS_DC,RECTFS_DC,RECTFS_DC,AM,DC,Receivables - Total - FS (Memo) DC,RECTFS_DC: Receivables - Total - FS (Memo) Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,513,F,ANNUAL,2,1,$1.,N,N,N
4403,4403,RECTFS_FN,RECTFS_FN,RECTFS_FN,AM,FN,Receivables - Total - FS (Memo) FN,RECTFS_FN: Receivables - Total - FS (Memo) Footnote (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,514,F,ANNUAL,2,4,$4.,N,N,N
4404,4404,RECTOQ,RECTOQ,RECTOQ,AM,IT,Receivables - Current Other incl Tax Refunds,RECTOQ: Receivables - Current Other incl Tax Refunds (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,228,F,QUARTERLY,1,8,14.4,Y,Y,Y
4405,4405,RECTOQ_DC,RECTOQ_DC,RECTOQ_DC,AM,DC,Receivables - Current Other incl Tax Refunds DC,RECTOQ_DC: Receivables - Current Other incl Tax Refunds Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,229,F,QUARTERLY,2,1,$1.,Y,Y,Y
4406,4406,RECTQ,RECTQ,RECTQ,AM,IT,Receivables - Total,RECTQ: Receivables - Total (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,230,F,QUARTERLY,1,8,14.4,Y,Y,Y
4407,4407,RECTQ_DC,RECTQ_DC,RECTQ_DC,AM,DC,Receivables - Total DC,RECTQ_DC: Receivables - Total Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,231,F,QUARTERLY,2,1,$1.,Y,Y,Y
4408,4408,RECTR,RECTR,RECTR,AM,IT,Receivables - Trade,RECTR: Receivables - Trade (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,515,F,ANNUAL,1,8,14.4,Y,Y,Y
4409,4409,RECTRFS,RECTRFS,RECTRFS,AM,IT,Trade Accts Receivable - FS (memo),RECTRFS: Trade Accts Receivable - FS (memo) (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,517,F,ANNUAL,1,8,14.4,N,N,N
4410,4410,RECTRFS_DC,RECTRFS_DC,RECTRFS_DC,AM,DC,Receivables - Trade - FS (Memo) DC,RECTRFS_DC: Receivables - Trade - FS (Memo) Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,518,F,ANNUAL,2,1,$1.,N,N,N
4411,4411,RECTRFS_FN,RECTRFS_FN,RECTRFS_FN,AM,FN,Receivables - Trade - FS (Memo) FN,RECTRFS_FN: Receivables - Trade - FS (Memo) Footnote (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,519,F,ANNUAL,2,4,$4.,N,N,N
4412,4412,RECTRQ,RECTRQ,RECTRQ,AM,IT,Receivables - Trade,RECTRQ: Receivables - Trade (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,232,F,QUARTERLY,1,8,14.4,Y,Y,Y
4413,4413,RECTRQ_DC,RECTRQ_DC,RECTRQ_DC,AM,DC,Receivables - Trade DC,RECTRQ_DC: Receivables - Trade Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,233,F,QUARTERLY,2,1,$1.,Y,Y,Y
4414,4414,RECTR_DC,RECTR_DC,RECTR_DC,AM,DC,Receivables - Trade DC,RECTR_DC: Receivables - Trade Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,516,F,ANNUAL,2,1,$1.,Y,Y,Y
4415,4415,RECT_DC,RECT_DC,RECT_DC,AM,DC,Receivables - Total DC,RECT_DC: Receivables - Total Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,508,F,ANNUAL,2,1,$1.,Y,Y,R
4416,4416,RECUB,RECUB,RECUB,AM,IT,Unbilled Receivables,RECUB: Unbilled Receivables (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,520,F,ANNUAL,1,8,14.4,Y,Y,Y
4417,4417,RECUBQ,RECUBQ,RECUBQ,AM,IT,Unbilled Receivables,RECUBQ: Unbilled Receivables (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,234,F,QUARTERLY,1,8,14.4,Y,Y,Y
4418,4418,RELIGG,RELIGG,RELIGG,AM,IT,Real Estate Loans - Insured or Guaranteed by the U.S. Government,RELIGG: Real Estate Loans - Insured or Guaranteed by the U.S. Government (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,205,F,ANNUAL,1,8,14.4,Y,Y,N
4419,4419,RELIGG_DC,RELIGG_DC,RELIGG_DC,AM,DC,Real Estate Loans - Insured or Guaranteed by the U.S. Government DC,RELIGG_DC: Real Estate Loans - Insured or Guaranteed by the U.S. Government Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,206,F,ANNUAL,2,1,$1.,Y,Y,N
4420,4420,REQ,REQ,REQ,AM,IT,Retained Earnings,REQ: Retained Earnings (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,235,F,QUARTERLY,1,8,14.4,Y,Y,Y
4421,4421,REQ_DC,REQ_DC,REQ_DC,AM,DC,Retained Earnings DC,REQ_DC: Retained Earnings Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,236,F,QUARTERLY,2,1,$1.,Y,Y,N
4422,4422,REQ_FN1,REQ_FN1,REQ_FN1,AM,FN,Retained Earnings FN,REQ_FN1: Retained Earnings Footnote (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,237,F,QUARTERLY,2,4,$4.,Y,Y,N
4423,4423,RETQ,RETQ,RETQ,AM,IT,Total RE Property,RETQ: Total RE Property (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,238,F,QUARTERLY,1,8,14.4,Y,Y,Y
4424,4424,REUNA,REUNA,REUNA,AM,IT,Retained Earnings - Unadjusted,REUNA: Retained Earnings - Unadjusted (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,521,F,ANNUAL,1,8,14.4,Y,Y,Y
4425,4425,REUNAQ,REUNAQ,REUNAQ,AM,IT,Unadjusted Retained Earnings,REUNAQ: Unadjusted Retained Earnings (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,239,F,QUARTERLY,1,8,14.4,Y,Y,Y
4426,4426,REUNAQ_DC,REUNAQ_DC,REUNAQ_DC,AM,DC,Unadjusted Retained Earnings DC,REUNAQ_DC: Unadjusted Retained Earnings Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,240,F,QUARTERLY,2,1,$1.,Y,Y,N
4427,4427,REUNAQ_FN,REUNAQ_FN,REUNAQ_FN,AM,FN,Unadjusted Retained Earnings FN,REUNAQ_FN: Unadjusted Retained Earnings Footnote (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,241,F,QUARTERLY,2,4,$4.,Y,Y,N
